Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Lag_Sales_D-7,Lag_Inventory_D-1,Target_Sales_D+7,Day_of_Week
13-09-2023,S001,P0003,Groceries,East,447,323,129,318.36,46.09,5,Rainy,1,46.11,Summer,278,371,855,2
13-09-2023,S004,P0003,Groceries,East,470,59,94,50.43,12.42,10,Sunny,1,11.3,Spring,284,447,872,2
13-09-2023,S005,P0003,Groceries,West,246,220,89,234.69,55.11,15,Sunny,1,52.35,Autumn,47,470,639,2
16-09-2023,S004,P0003,Groceries,West,137,40,88,49.05,52.58,15,Sunny,0,56.44,Spring,19,246,643,5
17-09-2023,S002,P0003,Groceries,North,176,133,170,131.42,37.35,0,Snowy,0,39.15,Autumn,90,137,694,6
19-09-2023,S001,P0003,Groceries,South,446,37,100,27.85,40.3,20,Rainy,0,42.13,Autumn,63,176,695,1
19-09-2023,S002,P0003,Groceries,East,154,60,71,52.08,66.91,15,Sunny,1,66.26,Winter,43,446,986,1
19-09-2023,S003,P0003,Groceries,North,168,90,35,100.01,43.08,5,Sunny,0,39.91,Spring,323,154,1131,1
20-09-2023,S001,P0003,Groceries,South,424,63,31,82.85,26.3,15,Sunny,1,29.56,Winter,59,168,1158,2
21-09-2023,S005,P0003,Groceries,South,321,271,77,270.13,44.03,5,Snowy,0,44.48,Autumn,220,424,1358,3
24-09-2023,S001,P0003,Groceries,South,329,41,56,51.17,91.37,20,Sunny,1,95.57,Winter,40,321,1643,6
24-09-2023,S002,P0003,Groceries,East,439,424,175,440.46,85.95,5,Sunny,0,83.14,Autumn,133,329,1655,6
24-09-2023,S003,P0003,Groceries,East,439,182,95,199.64,22.17,15,Sunny,0,25.07,Winter,37,439,1914,6
27-09-2023,S002,P0003,Groceries,South,222,87,166,102.36,76.7,10,Sunny,1,81.33,Summer,60,439,1531,2
27-09-2023,S005,P0003,Groceries,North,442,290,143,307.71,50.13,0,Rainy,0,45.52,Autumn,90,222,1382,2
28-09-2023,S001,P0003,Groceries,South,452,348,182,341.16,46.11,20,Sunny,0,45.7,Winter,63,442,1330,3
29-09-2023,S002,P0003,Groceries,South,440,283,99,296.56,63.19,15,Sunny,0,68.02,Winter,271,452,1195,4
29-09-2023,S005,P0003,Groceries,North,394,300,55,313.82,64.59,10,Cloudy,0,60.23,Autumn,41,440,1080,4
30-09-2023,S004,P0003,Groceries,East,289,41,198,31.62,29.3,15,Cloudy,1,24.42,Spring,424,394,844,5
02-10-2023,S001,P0003,Groceries,North,354,33,86,42.34,10.69,15,Cloudy,1,12.98,Summer,182,289,564,0
02-10-2023,S002,P0003,Groceries,South,88,35,122,45.54,54.48,0,Snowy,1,55.2,Winter,87,354,813,0
02-10-2023,S003,P0003,Groceries,West,476,155,36,170.7,35.04,10,Sunny,1,38.6,Summer,290,88,1145,0
02-10-2023,S005,P0003,Groceries,North,372,233,30,226.16,47.24,5,Rainy,1,43.27,Autumn,348,476,1157,0
03-10-2023,S001,P0003,Groceries,North,178,47,130,63.06,90.7,0,Snowy,1,89.82,Autumn,283,372,1268,1
05-10-2023,S004,P0003,Groceries,South,390,20,34,27.12,63.65,20,Sunny,0,67.51,Winter,300,178,1127,3
07-10-2023,S001,P0003,Groceries,South,454,290,153,301.25,17.92,10,Sunny,1,21.31,Summer,41,390,1263,5
08-10-2023,S001,P0003,Groceries,North,432,365,25,361.75,44.81,15,Cloudy,1,42.65,Spring,33,454,1380,6
08-10-2023,S003,P0003,Groceries,East,128,47,50,46.51,78.4,10,Rainy,0,82.27,Spring,35,432,1113,6
08-10-2023,S004,P0003,Groceries,South,359,266,135,284.43,41.09,15,Cloudy,0,45.84,Spring,155,128,933,6
09-10-2023,S001,P0003,Groceries,East,181,92,98,105.08,57.36,5,Rainy,0,60.82,Autumn,233,359,1257,0
10-10-2023,S002,P0003,Groceries,East,477,183,47,198.51,12.22,5,Cloudy,0,9.55,Summer,47,181,1342,1
10-10-2023,S005,P0003,Groceries,West,275,137,68,149.34,53.71,0,Cloudy,1,53.07,Summer,20,477,1607,1
11-10-2023,S001,P0003,Groceries,West,286,23,123,16.34,47.46,0,Rainy,0,48.79,Autumn,290,275,1523,2
11-10-2023,S002,P0003,Groceries,North,384,185,82,204.81,72.85,5,Snowy,0,68.15,Winter,365,286,1512,2
11-10-2023,S004,P0003,Groceries,East,410,371,49,368.21,54.01,15,Rainy,0,49.87,Winter,47,384,1704,2
12-10-2023,S003,P0003,Groceries,South,388,351,83,364.99,85.86,0,Sunny,0,83.41,Spring,266,410,1870,3
12-10-2023,S004,P0003,Groceries,South,482,357,92,357.89,10.62,15,Sunny,1,7.67,Winter,92,388,1658,3
12-10-2023,S005,P0003,Groceries,West,313,99,61,115.91,45.58,5,Cloudy,1,47.26,Autumn,183,482,1364,3
13-10-2023,S002,P0003,Groceries,West,288,126,195,129.96,32.15,10,Rainy,0,33.56,Autumn,137,313,1011,4
13-10-2023,S004,P0003,Groceries,West,279,215,59,214.12,35.85,10,Sunny,1,31.22,Spring,23,288,954,4
13-10-2023,S005,P0003,Groceries,North,386,351,52,346.07,10.67,0,Sunny,1,13.46,Summer,185,279,1022,4
15-10-2023,S004,P0003,Groceries,South,159,159,118,154.51,33.17,15,Sunny,0,28.39,Summer,371,386,860,6
16-10-2023,S004,P0003,Groceries,South,97,57,126,71.58,66.71,10,Rainy,0,62.65,Spring,351,159,570,0
17-10-2023,S001,P0003,Groceries,North,167,4,130,9.55,31.73,5,Sunny,0,36.71,Winter,357,97,605,1
17-10-2023,S005,P0003,Groceries,East,133,42,109,54.54,96.28,10,Rainy,1,101.15,Autumn,99,167,577,1
18-10-2023,S005,P0003,Groceries,North,480,194,49,186.89,93.86,10,Rainy,1,89.14,Autumn,126,133,663,2
19-10-2023,S003,P0003,Groceries,South,393,53,41,59.55,22.75,0,Sunny,1,19.48,Winter,215,480,652,3
19-10-2023,S004,P0003,Groceries,South,357,61,66,67.67,31.83,5,Cloudy,0,28.17,Winter,351,393,559,3
22-10-2023,S001,P0003,Groceries,East,230,194,131,212.78,32.89,0,Rainy,1,34.26,Autumn,159,357,598,6
22-10-2023,S005,P0003,Groceries,South,416,29,66,35.65,78.2,5,Rainy,0,74.95,Spring,57,230,558,6
23-10-2023,S001,P0003,Groceries,North,349,90,167,94.94,99.78,15,Snowy,1,103.22,Autumn,4,416,365,0
26-10-2023,S001,P0003,Groceries,South,469,31,162,26.23,87.29,10,Cloudy,1,89.54,Autumn,42,349,343,3
27-10-2023,S002,P0003,Groceries,South,101,101,41,107.42,85.88,10,Cloudy,0,86.81,Spring,194,469,358,4
27-10-2023,S004,P0003,Groceries,North,103,92,48,100.5,23.52,15,Snowy,1,18.54,Autumn,53,101,367,4
27-10-2023,S005,P0003,Groceries,West,310,21,173,39.34,10.94,5,Snowy,0,12.47,Summer,61,103,451,4
28-10-2023,S002,P0003,Groceries,South,325,1,142,3.34,25.6,5,Sunny,1,27.93,Winter,194,310,494,5
28-10-2023,S005,P0003,Groceries,North,347,7,31,-1.67,74.15,20,Sunny,1,76.48,Spring,29,325,545,5
29-10-2023,S001,P0003,Groceries,West,169,105,48,97.9,27.14,10,Rainy,0,28.6,Winter,90,347,788,6
29-10-2023,S003,P0003,Groceries,North,156,40,116,33.93,44.52,10,Rainy,0,41.88,Summer,31,169,1053,6
29-10-2023,S005,P0003,Groceries,West,240,185,155,181.64,55.75,5,Rainy,1,58.45,Autumn,101,156,1114,6
30-10-2023,S004,P0003,Groceries,East,419,135,131,130.01,18.58,20,Rainy,1,18.31,Autumn,92,240,1092,0
30-10-2023,S005,P0003,Groceries,East,402,72,96,64.44,45.24,5,Sunny,0,46.37,Spring,21,419,926,0
31-10-2023,S005,P0003,Groceries,North,496,244,35,261.97,82.22,0,Rainy,1,83.09,Winter,1,402,870,1
01-11-2023,S002,P0003,Groceries,North,292,272,65,276.44,11.83,20,Cloudy,0,7.85,Summer,7,496,904,2
01-11-2023,S004,P0003,Groceries,North,331,166,37,177.16,12.24,10,Rainy,1,11.58,Winter,105,292,839,2
03-11-2023,S003,P0003,Groceries,West,69,18,94,31.71,90.28,10,Snowy,0,90.68,Winter,40,331,732,4
03-11-2023,S005,P0003,Groceries,South,319,19,167,12.74,12.49,0,Snowy,0,9.6,Autumn,185,69,571,4
04-11-2023,S002,P0003,Groceries,West,200,79,112,86.54,12.41,15,Cloudy,1,15.62,Autumn,135,319,580,5
12-11-2023,S004,P0003,Groceries,West,187,106,120,103.1,21.11,5,Rainy,0,16.3,Autumn,72,200,751,6
13-11-2023,S003,P0003,Groceries,South,329,179,115,197.78,43.9,5,Sunny,0,45.75,Autumn,244,187,996,0
13-11-2023,S005,P0003,Groceries,East,432,165,57,163.65,26.39,0,Cloudy,0,28.29,Summer,272,329,891,0
14-11-2023,S002,P0003,Groceries,North,461,5,158,0.23,21.22,20,Sunny,1,25.1,Autumn,166,432,956,1
16-11-2023,S001,P0003,Groceries,North,56,27,197,42.89,56.09,10,Cloudy,1,59.74,Winter,18,461,812,3
16-11-2023,S002,P0003,Groceries,South,265,190,189,188.49,77.07,10,Snowy,0,72.68,Autumn,19,56,871,3
16-11-2023,S003,P0003,Groceries,West,463,324,84,340.66,29.49,20,Rainy,0,26.63,Autumn,79,265,913,3
16-11-2023,S004,P0003,Groceries,North,470,1,90,-7.83,84.67,5,Snowy,0,84.07,Winter,106,463,892,3
16-11-2023,S005,P0003,Groceries,West,279,244,163,255.1,49.3,5,Cloudy,0,48.99,Winter,179,470,632,3
17-11-2023,S002,P0003,Groceries,North,376,21,94,28.17,59.51,5,Sunny,1,60,Summer,165,279,824,4
17-11-2023,S005,P0003,Groceries,West,126,64,149,83.85,51.74,15,Cloudy,0,54.28,Summer,5,376,779,4
20-11-2023,S002,P0003,Groceries,West,239,69,171,77.33,50.08,15,Cloudy,0,54.88,Spring,27,126,770,0
20-11-2023,S005,P0003,Groceries,North,188,169,21,163.79,99.08,15,Sunny,0,98.49,Summer,190,239,709,0
21-11-2023,S005,P0003,Groceries,West,89,64,124,60.01,81.08,0,Rainy,0,80.59,Spring,324,188,931,1
22-11-2023,S002,P0003,Groceries,West,390,193,184,188.11,76.55,15,Cloudy,1,72.23,Spring,1,89,1011,2
22-11-2023,S003,P0003,Groceries,West,291,199,101,203.08,27.31,0,Sunny,0,23.45,Summer,244,390,1281,2
23-11-2023,S002,P0003,Groceries,West,51,12,127,4.55,54.87,10,Snowy,0,57.35,Autumn,21,291,1230,3
23-11-2023,S003,P0003,Groceries,North,431,3,29,20.06,62.97,0,Rainy,1,58.84,Spring,64,51,1096,3
25-11-2023,S004,P0003,Groceries,South,367,291,41,294.72,74.16,0,Rainy,1,74.42,Autumn,69,431,1343,5
26-11-2023,S002,P0003,Groceries,South,456,249,159,244.2,71.1,10,Sunny,1,66.21,Summer,169,367,1393,6
26-11-2023,S004,P0003,Groceries,West,360,334,56,328.93,52.41,10,Snowy,0,55.08,Autumn,64,456,1217,6
27-11-2023,S002,P0003,Groceries,West,248,142,57,156.29,72.25,10,Rainy,1,69.07,Winter,193,360,1145,0
27-11-2023,S003,P0003,Groceries,South,392,65,50,58.89,48.93,20,Rainy,0,44.01,Summer,199,248,845,0
28-11-2023,S005,P0003,Groceries,East,287,259,158,266.9,95.12,20,Cloudy,1,98.24,Winter,12,392,707,1
29-11-2023,S004,P0003,Groceries,East,210,53,151,45.2,50.31,15,Sunny,0,52.71,Spring,3,287,987,2
30-11-2023,S005,P0003,Groceries,East,137,115,173,120.26,16.38,0,Rainy,1,18.59,Autumn,291,210,803,3
02-12-2023,S002,P0003,Groceries,East,269,177,149,190.6,31.15,0,Rainy,1,35.72,Winter,249,137,992,5
02-12-2023,S003,P0003,Groceries,West,203,34,186,30.34,43.11,0,Snowy,0,42.5,Spring,334,269,937,5
03-12-2023,S001,P0003,Groceries,West,50,4,165,0.74,14.6,15,Cloudy,0,19.17,Summer,142,203,760,6
05-12-2023,S002,P0003,Groceries,East,416,345,88,351.13,35.44,10,Cloudy,1,35.62,Spring,65,50,811,1
05-12-2023,S003,P0003,Groceries,South,157,75,101,80.07,15,5,Snowy,1,11.24,Autumn,259,416,972,1
06-12-2023,S002,P0003,Groceries,North,482,242,169,232.03,77.19,10,Cloudy,1,74.1,Winter,53,157,679,2
06-12-2023,S003,P0003,Groceries,North,362,60,59,74.31,34.98,20,Snowy,0,37.72,Spring,115,482,700,2
06-12-2023,S004,P0003,Groceries,South,89,0,193,2.02,64.85,10,Snowy,0,62.15,Autumn,177,362,899,2
07-12-2023,S001,P0003,Groceries,North,454,85,118,97.2,54.35,15,Snowy,0,50.79,Winter,34,89,1051,3
07-12-2023,S005,P0003,Groceries,West,227,165,73,161.21,74.74,0,Sunny,0,71.62,Autumn,4,454,1226,3
08-12-2023,S001,P0003,Groceries,West,79,52,71,55.69,92.78,15,Rainy,1,93.72,Summer,345,227,1341,4
09-12-2023,S005,P0003,Groceries,North,141,96,21,101.66,36.98,15,Cloudy,1,40.14,Spring,75,79,1255,5
12-12-2023,S002,P0003,Groceries,East,479,441,134,438.27,51.48,15,Snowy,0,49.21,Summer,242,141,1209,1
12-12-2023,S004,P0003,Groceries,East,225,212,31,210.07,40.77,20,Cloudy,0,44.51,Summer,60,479,1258,1
15-12-2023,S002,P0003,Groceries,South,414,175,22,180.99,66.18,20,Cloudy,1,70.25,Summer,0,225,878,4
16-12-2023,S001,P0003,Groceries,North,500,200,56,198.63,89.74,10,Snowy,1,92.77,Summer,85,414,777,5
17-12-2023,S003,P0003,Groceries,South,226,79,179,87.7,70.68,15,Snowy,1,70.23,Spring,165,500,658,6
18-12-2023,S001,P0003,Groceries,South,86,6,161,18.45,30.65,15,Sunny,1,29.51,Summer,52,226,634,0
19-12-2023,S002,P0003,Groceries,North,430,145,60,136.78,68.44,15,Rainy,1,72.95,Winter,96,86,904,1
20-12-2023,S005,P0003,Groceries,North,454,61,128,64.46,24.18,15,Snowy,1,27.42,Spring,441,430,937,2
21-12-2023,S004,P0003,Groceries,North,408,111,60,115.57,44.48,5,Snowy,1,47.72,Winter,212,454,1113,3
21-12-2023,S005,P0003,Groceries,North,131,56,155,66.01,90.51,20,Snowy,1,92.69,Autumn,175,408,1111,3
22-12-2023,S005,P0003,Groceries,West,332,176,124,187.89,44.11,20,Snowy,0,47.87,Spring,200,131,1219,4
23-12-2023,S001,P0003,Groceries,East,382,349,57,343.04,10.61,15,Rainy,1,9.82,Summer,79,332,1197,5
23-12-2023,S003,P0003,Groceries,East,218,39,87,49.71,40.75,10,Sunny,0,44.7,Summer,6,382,1033,5
23-12-2023,S005,P0003,Groceries,East,454,321,60,331.38,28.89,20,Sunny,0,23.94,Winter,145,218,896,5
24-12-2023,S003,P0003,Groceries,North,93,59,123,53.14,81.29,15,Rainy,0,81.45,Spring,61,454,1080,6
25-12-2023,S001,P0003,Groceries,East,378,219,96,211.24,21.38,15,Snowy,0,20.64,Autumn,111,93,802,0
26-12-2023,S004,P0003,Groceries,North,137,34,115,51.9,93.87,0,Snowy,0,89.27,Summer,56,378,829,1
27-12-2023,S004,P0003,Groceries,West,55,12,45,24.08,47.23,20,Sunny,0,51.29,Autumn,176,137,765,2
03-01-2022,S005,P0004,Groceries,South,475,351,132,358.12,59.76,5,Cloudy,0,57.14,Spring,0,211,1202,0
05-01-2022,S005,P0004,Groceries,North,200,135,192,145.91,50.59,15,Sunny,0,54.05,Spring,116,475,1057,2
06-01-2022,S002,P0004,Groceries,East,72,62,118,74.56,58.46,5,Rainy,0,54.87,Autumn,88,200,775,3
07-01-2022,S002,P0004,Groceries,East,301,114,124,127.05,93.78,15,Snowy,0,95.71,Summer,209,72,839,4
07-01-2022,S004,P0004,Groceries,East,146,92,157,92.42,44.43,10,Rainy,0,43.14,Winter,56,301,868,4
08-01-2022,S002,P0004,Groceries,East,414,298,93,291.97,41.52,20,Cloudy,0,42.35,Autumn,11,146,859,5
09-01-2022,S001,P0004,Groceries,West,410,5,188,17.43,64.74,15,Snowy,0,65.03,Summer,150,414,1135,6
12-01-2022,S001,P0004,Groceries,North,459,69,143,67.99,43.89,5,Sunny,0,48.34,Autumn,351,410,1199,2
14-01-2022,S002,P0004,Groceries,North,200,199,84,203.2,54.16,15,Snowy,0,56.23,Spring,135,459,1286,4
14-01-2022,S004,P0004,Groceries,West,485,91,130,87.43,62.9,0,Cloudy,0,62.12,Winter,62,200,1329,4
15-01-2022,S002,P0004,Groceries,South,182,105,116,124.42,47.69,15,Cloudy,1,51.03,Summer,114,485,1198,5
17-01-2022,S002,P0004,Groceries,West,411,368,66,371.89,17.02,20,Snowy,0,20.09,Autumn,92,182,1331,0
19-01-2022,S001,P0004,Groceries,East,398,362,23,379.23,37.99,10,Cloudy,1,40.24,Winter,298,411,1343,2
19-01-2022,S004,P0004,Groceries,West,307,92,136,94.25,49.74,0,Rainy,0,48.55,Summer,5,398,1335,2
22-01-2022,S003,P0004,Groceries,West,289,112,37,108.81,28.59,15,Rainy,0,26.24,Spring,69,307,1162,5
23-01-2022,S003,P0004,Groceries,North,435,68,130,77.93,33.83,20,Sunny,1,32.3,Autumn,199,289,1423,6
27-01-2022,S003,P0004,Groceries,North,415,224,85,238.28,67.09,5,Snowy,0,64.77,Autumn,91,435,1312,3
28-01-2022,S001,P0004,Groceries,East,276,117,40,118.4,19.29,5,Cloudy,0,18.92,Summer,105,415,1432,4
28-01-2022,S002,P0004,Groceries,East,452,360,86,360.9,17.32,0,Rainy,1,20.33,Spring,368,276,1315,4
28-01-2022,S004,P0004,Groceries,South,459,189,182,189.77,29.5,10,Rainy,1,28.22,Autumn,362,452,1320,4
29-01-2022,S001,P0004,Groceries,West,360,353,73,357.55,27.22,20,Snowy,1,29.89,Summer,92,459,1138,5
29-01-2022,S002,P0004,Groceries,South,147,1,91,5.52,63.13,15,Snowy,0,62.74,Winter,112,360,1003,5
29-01-2022,S003,P0004,Groceries,North,500,188,24,201.99,93.04,20,Sunny,0,91.15,Spring,68,147,693,5
29-01-2022,S004,P0004,Groceries,South,330,107,54,122.99,31.79,15,Sunny,1,29.64,Autumn,224,500,699,5
30-01-2022,S003,P0004,Groceries,North,192,122,152,129.95,37.77,15,Sunny,1,39.83,Autumn,117,330,697,6
02-02-2022,S003,P0004,Groceries,West,197,178,33,192.71,74.29,20,Sunny,1,77.99,Summer,360,192,636,2
03-02-2022,S004,P0004,Groceries,East,114,54,164,45.58,85.15,10,Snowy,1,82.42,Winter,189,197,877,3
04-02-2022,S001,P0004,Groceries,West,144,43,193,38.71,71.71,5,Cloudy,1,72.89,Spring,353,114,1012,4
04-02-2022,S003,P0004,Groceries,North,498,7,107,1.4,69.09,15,Cloudy,0,69.55,Winter,1,144,1242,4
06-02-2022,S001,P0004,Groceries,North,294,186,71,186.96,89.87,5,Sunny,0,89.13,Spring,188,498,1344,6
06-02-2022,S004,P0004,Groceries,West,257,46,105,63.71,35.53,0,Snowy,1,33.46,Winter,107,294,1639,6
11-02-2022,S001,P0004,Groceries,South,422,363,29,353.94,30.2,20,Rainy,0,32.58,Summer,122,257,1681,4
12-02-2022,S004,P0004,Groceries,South,353,313,144,324.66,78.74,20,Cloudy,0,80.51,Summer,178,422,1816,5
13-02-2022,S002,P0004,Groceries,North,340,284,24,295.37,41.14,15,Rainy,1,44.69,Spring,54,353,1486,6
13-02-2022,S003,P0004,Groceries,West,291,145,118,163.3,42.17,0,Cloudy,0,39.17,Summer,43,340,1249,6
14-02-2022,S003,P0004,Groceries,South,353,302,57,302.87,11.66,5,Sunny,0,7.81,Summer,7,291,1127,0
14-02-2022,S004,P0004,Groceries,West,268,228,185,222.11,79.19,15,Rainy,0,81.1,Summer,186,353,1160,0
16-02-2022,S001,P0004,Groceries,West,417,181,160,200.72,85.76,20,Snowy,1,81.19,Summer,46,268,1068,2
16-02-2022,S003,P0004,Groceries,West,77,33,122,28.52,10.81,5,Snowy,1,12.64,Summer,363,417,1032,2
20-02-2022,S004,P0004,Groceries,South,125,76,34,82.99,58.21,20,Cloudy,1,55.27,Summer,313,77,1061,6
21-02-2022,S003,P0004,Groceries,East,308,162,128,179.83,50.61,15,Snowy,1,46.71,Autumn,284,125,1075,0
22-02-2022,S001,P0004,Groceries,West,204,178,70,173.37,69.21,5,Sunny,1,65.91,Spring,145,308,1117,1
22-02-2022,S005,P0004,Groceries,East,306,210,103,217.29,66.41,20,Sunny,0,65.29,Autumn,302,204,976,1
23-02-2022,S005,P0004,Groceries,South,202,192,191,205.65,30.92,20,Sunny,0,34.18,Spring,228,306,817,2
24-02-2022,S001,P0004,Groceries,South,242,210,102,214.02,79.55,0,Snowy,0,79.47,Spring,181,202,683,3
24-02-2022,S004,P0004,Groceries,West,166,47,168,55.63,42.37,10,Snowy,1,43.7,Spring,33,242,560,3
25-02-2022,S003,P0004,Groceries,West,427,118,182,136.33,74.41,20,Snowy,1,70.64,Summer,76,166,561,4
27-02-2022,S003,P0004,Groceries,South,87,21,197,25.25,21.72,10,Rainy,0,23.69,Winter,162,427,635,6
28-02-2022,S001,P0004,Groceries,West,55,19,124,25.67,55.5,20,Cloudy,0,58.34,Summer,178,87,541,0
02-03-2022,S003,P0004,Groceries,East,231,76,35,87.93,94.54,0,Snowy,1,91.38,Spring,210,55,774,2
02-03-2022,S004,P0004,Groceries,South,217,69,71,62.91,40.51,5,Rainy,1,40.22,Summer,192,231,783,2
03-03-2022,S004,P0004,Groceries,East,285,211,148,208.86,62.36,10,Rainy,0,60.9,Autumn,210,217,794,3
04-03-2022,S003,P0004,Groceries,North,161,121,60,130.05,76.48,15,Rainy,1,76.04,Summer,47,285,811,4
04-03-2022,S004,P0004,Groceries,North,466,24,92,29.17,72.26,5,Sunny,0,67.71,Winter,118,161,688,4
04-03-2022,S005,P0004,Groceries,North,286,254,143,258.57,94.91,10,Sunny,0,91.64,Summer,21,466,773,4
06-03-2022,S002,P0004,Groceries,East,335,28,80,40.6,95.74,10,Sunny,1,97.12,Winter,19,286,774,6
07-03-2022,S001,P0004,Groceries,East,202,87,77,93.52,51.52,0,Rainy,1,52.13,Spring,76,335,694,0
07-03-2022,S003,P0004,Groceries,West,402,86,27,77.36,73,0,Cloudy,1,77.08,Spring,69,202,918,0
08-03-2022,S004,P0004,Groceries,South,100,88,138,85.62,95.22,0,Snowy,1,96.3,Winter,211,402,934,1
08-03-2022,S005,P0004,Groceries,South,243,206,118,196.13,76.76,10,Rainy,1,80.31,Autumn,121,100,1088,1
09-03-2022,S001,P0004,Groceries,North,84,25,140,23.12,99.98,15,Cloudy,1,95.01,Summer,24,243,1077,2
10-03-2022,S002,P0004,Groceries,North,320,174,157,172.1,27.97,10,Cloudy,0,27.78,Spring,254,84,1028,3
11-03-2022,S004,P0004,Groceries,West,252,252,146,252.9,20.08,0,Sunny,1,16.88,Autumn,28,320,1015,4
13-03-2022,S002,P0004,Groceries,West,306,103,43,114.54,39.17,10,Sunny,0,41.55,Spring,87,252,1121,6
14-03-2022,S002,P0004,Groceries,North,381,240,198,256.56,56.36,15,Rainy,0,57.18,Winter,86,306,926,0
14-03-2022,S004,P0004,Groceries,East,144,77,41,91.57,40.55,10,Snowy,1,39.25,Summer,88,381,1005,0
15-03-2022,S001,P0004,Groceries,North,384,157,89,164.88,24.98,5,Snowy,0,25.72,Spring,206,144,963,1
16-03-2022,S001,P0004,Groceries,South,200,12,71,4.64,18,5,Sunny,0,13.73,Winter,25,384,1027,2
16-03-2022,S002,P0004,Groceries,East,335,280,199,270.73,76.7,20,Sunny,1,74.52,Summer,174,200,992,2
16-03-2022,S003,P0004,Groceries,North,163,57,163,48.23,54.7,15,Snowy,0,52.15,Spring,252,335,1021,2
16-03-2022,S004,P0004,Groceries,North,472,182,52,196.26,98.75,15,Cloudy,1,97.51,Spring,103,163,946,2
16-03-2022,S005,P0004,Groceries,South,414,198,91,208.51,17.51,0,Cloudy,0,20.38,Summer,240,472,1063,2
17-03-2022,S004,P0004,Groceries,South,399,141,192,146.61,96.38,5,Sunny,1,99.12,Winter,77,414,885,3
17-03-2022,S005,P0004,Groceries,East,189,122,35,129.96,10.05,0,Snowy,1,11.94,Autumn,157,399,1039,3
18-03-2022,S001,P0004,Groceries,West,264,41,77,31.97,18.97,10,Rainy,1,18.99,Winter,12,189,987,4
20-03-2022,S001,P0004,Groceries,West,219,205,119,215.18,27.58,15,Rainy,0,27.99,Spring,280,264,1076,6
20-03-2022,S002,P0004,Groceries,East,337,174,155,178.01,24.73,5,Snowy,0,27.23,Summer,57,219,1156,6
20-03-2022,S003,P0004,Groceries,South,175,4,30,-4.29,91.4,10,Snowy,1,88.6,Summer,182,337,1013,6
21-03-2022,S001,P0004,Groceries,North,429,352,130,349.39,72.84,20,Cloudy,0,71.37,Summer,198,175,1033,0
21-03-2022,S004,P0004,Groceries,West,342,89,157,86.21,95.84,15,Snowy,0,92.65,Spring,141,429,1056,0
22-03-2022,S004,P0004,Groceries,West,413,211,158,213.79,95.8,15,Cloudy,1,98.76,Summer,122,342,755,1
22-03-2022,S005,P0004,Groceries,North,162,121,96,140.5,40.29,15,Sunny,1,39.94,Winter,41,413,717,1
25-03-2022,S005,P0004,Groceries,South,445,62,171,71.97,60.47,0,Snowy,1,58.61,Summer,205,162,535,4
26-03-2022,S005,P0004,Groceries,West,490,194,32,206.56,75.73,15,Sunny,0,76.13,Spring,174,445,420,5
29-03-2022,S001,P0004,Groceries,North,236,27,71,32.74,19.12,20,Cloudy,1,16.11,Winter,4,490,388,1
29-03-2022,S004,P0004,Groceries,West,65,51,142,66.55,70.12,5,Snowy,0,72.46,Autumn,352,236,553,1
30-03-2022,S005,P0004,Groceries,North,70,51,181,70.31,81.27,5,Rainy,0,76.36,Winter,89,65,550,2
05-04-2022,S002,P0004,Groceries,West,189,29,174,19.68,92.08,15,Sunny,0,87.62,Summer,211,70,577,1
06-04-2022,S001,P0004,Groceries,North,179,6,133,7.19,28.15,20,Rainy,0,23.64,Spring,121,189,602,2
07-04-2022,S002,P0004,Groceries,South,346,30,108,49.48,11.22,20,Cloudy,0,6.65,Spring,62,179,632,3
07-04-2022,S004,P0004,Groceries,East,480,359,49,355.3,16.09,20,Rainy,0,15.46,Summer,194,346,767,3
09-04-2022,S005,P0004,Groceries,North,311,24,87,43.23,85.13,10,Sunny,0,83.48,Spring,27,480,878,5
10-04-2022,S003,P0004,Groceries,West,91,78,121,68.35,23.45,10,Sunny,0,26.73,Winter,51,311,706,6
11-04-2022,S004,P0004,Groceries,South,171,76,175,71.62,11.64,10,Cloudy,1,8,Autumn,51,91,728,0
12-04-2022,S004,P0004,Groceries,South,79,59,82,70.59,42.56,15,Cloudy,1,45.39,Winter,29,171,698,1
15-04-2022,S002,P0004,Groceries,North,480,141,63,153.56,40.24,5,Cloudy,0,37.55,Spring,6,79,626,4
17-04-2022,S001,P0004,Groceries,West,204,141,156,155.04,59.12,20,Rainy,0,59.19,Summer,30,480,852,6
17-04-2022,S004,P0004,Groceries,North,418,187,21,197.94,10.45,20,Rainy,1,13.33,Spring,359,204,825,6
18-04-2022,S003,P0004,Groceries,North,119,46,158,54.54,65.83,5,Sunny,0,63.65,Summer,24,418,995,0
22-04-2022,S003,P0004,Groceries,East,64,48,104,66.47,32.16,5,Rainy,1,36.48,Autumn,78,119,876,4
23-04-2022,S002,P0004,Groceries,West,56,4,142,17.54,21.83,10,Rainy,0,22.04,Autumn,76,64,1006,5
25-04-2022,S001,P0004,Groceries,North,478,285,174,299.18,46.68,15,Snowy,1,48.76,Summer,59,56,1222,0
26-04-2022,S002,P0004,Groceries,North,143,114,49,123.36,68.24,20,Sunny,1,70.79,Autumn,141,478,1536,1
